ID;Name;Exercise type;BodyPart;Equipment;muscle_group;secondary_muscles;difficulty;remarks;is_duplicate;exID;Gender;tags;tags_temp;score;type;goal;motion_pattern;additional;popularity_men;popularity_women;summary;philosophy
128513;Dumbbell One Arm Bench Fly;Strength;Chest;Dumbbell;Pectoralis major;Deltoid anterior, Rectus abdominis;Intermediate;;;17bbfc76-3220-4de9-8b3a-99feb26325ee;0;"[""tier3"",""isolation"",""hypertrophy""]";;60;isolation;hypertrophy;;beginner_friendly;55;60;one-arm fly;lifting
333913;Dumbbell One Arm Lunge;Strength;Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius;Intermediate;;;5a66923a-aeca-47ef-bada-cf16521a66f0;0;"[""tier2"",""compound"",""strength"",""lunge"",""balance""]";;60;compound;strength, balance;lunge;beginner_friendly;65;70;one-arm lunge;lifting
398313;One Arm Front Plank;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Deltoid anterior, Transverse abdominis;Advanced;;;ad569bac-dc80-4189-8f31-ba3cc7408d86;0;"[""tier3"",""compound"",""stability"",""core"",""strength""]";;50;isometric;stability, strength;plank;beginner_friendly;60;70;one-arm plank;core
437113;Lever Incline One Arm Chest Press (plate loaded);Strength;Chest;Leverage machine;Pectoralis major;Deltoid anterior, Triceps brachii;Intermediate;;;df31e8c4-ce2b-41fb-aca3-eea47c4661ad;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_press""]";;60;compound;strength, hypertrophy;horizontal_press;plateau_breaker;70;65;One-arm press;lifting
352513;Landmine Kneeling One Arm Shoulder Press;Strength;Shoulders;Leverage machine;Deltoid anterior;Triceps brachii, Obliquus externus abdominis;Intermediate;;;81bd12f9-1c4d-4a60-af51-ddf67e7e3c4f;0;"[""tier2"",""compound"",""strength"",""vertical_press""]";;60;compound;strength, stability;vertical_press;plateau_breaker;65;55;one-arm press;lifting
6513;Barbell One Arm Floor Press;Strength;Upper Arms;Barbell;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Perform the press while lying on the floor to limit range of motion, emphasizing stability and unilateral control.;;c90d2834-caac-4f26-b266-dc188a419c4f;0;"[""tier3"",""compound"",""strength"",""horizontal_press"",""stability""]";;50;compound;strength, stability;horizontal_press;unilateral;50;40;one-arm press;lifting
751713;Ring One Arm Pull-up;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Brachialis;Advanced;;;e5f780af-6ff9-452c-a55d-20c9276d3abe;1;"[""tier3"",""compound"",""strength"",""vertical_pull"",""plateau_breaker""]";;70;compound;strength, hypertrophy;vertical_pull;bodyweight, plateau_breaker;60;50;one-arm pull;calisthenics
329013;Weighted One Hand Pull-up;Strength;Back;Weighted;Latissimus dorsi;Biceps brachii, Rhomboids, Deltoid posterior;Advanced;;;d6684795-f40b-4a5c-8afe-07f8e27124de;0;"[""tier3"",""compound"",""strength"",""vertical_pull""]";;70;compound;strength;vertical_pull;plateau_breaker;70;60;one-arm pull;lifting
63813;One Arm Chin Up;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, posterior deltoid, brachialis;Advanced;;;2814610a-999d-4288-b0ed-5dd0f0b89a7f;0;"[""tier3"",""compound"",""strength"",""vertical_pull""]";;80;compound;strength, power;vertical_pull;plateau_breaker;85;55;one-arm pull;calisthenics
72513;Single Arm Push up;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior, Rectus abdominis, Obliquus externus abdominis;Advanced;;;6b0c4cbb-38f7-41be-a8db-fb7651040545;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""horizontal_press"",""bodyweight""]";;70;compound;strength, balance;horizontal_press;bodyweight, plateau_breaker;75;60;one-arm push;calisthenics
65713;Push up (one arm on stability ball);Strength;Chest;Stability ball;Pectoralis major;Triceps brachii, Deltoid anterior, Rectus abdominis;Advanced;;;e3c4dac9-684a-4880-8067-d9ad3c0b89c4;0;"[""tier3"",""compound"",""strength"",""stability"",""horizontal_press"",""bodyweight""]";;55;compound;strength, balance;horizontal_press;plateau_breaker;60;50;one-arm push-up;calisthenics
239313;Dumbbell One Arm Bent over Row;Strength;Shoulders;Dumbbell;Latissimus dorsi;Rhomboids, Trapezius, Biceps brachii, Posterior deltoid;Intermediate;;;a423322d-2ecd-4016-a5bd-882df6319718;2;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_pull""]";;65;compound;strength, hypertrophy;horizontal_pull;beginner_friendly;70;65;one-arm row;lifting
21413;Cable Seated One Arm Alternate Row;Strength;Back;Cable;Latissimus dorsi;Biceps brachii, Rhomboids, Trapezius, Posterior deltoid;Intermediate;Perform seated one-arm rows with a focus on scapular retraction and maintaining a neutral spine. Ensure controlled movement and stabilized core during the unilateral pull.;;821824cb-e073-4d77-8a1a-a5232a131c39;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_pull""]";;65;compound;strength, hypertrophy;horizontal_pull;beginner_friendly;70;60;one-arm row;lifting
6413;Barbell One Arm Bent over Row;Strength;Back;Barbell;Latissimus dorsi;Rhomboids, Trapezius, Biceps brachii, Posterior Deltoid;Intermediate;Perform with a flat back by hinging at the hips and pulling the barbell towards the hip, keeping the elbow close to the body.;;e7ea93c5-f018-48f1-92a3-06fabe4ca352;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_pull""]";;60;compound;strength, hypertrophy;horizontal_pull;unilateral;55;45;one-arm row;lifting
6713;Barbell One Arm Snatch;Strength;Shoulders;Barbell;Deltoid (all heads);Trapezius, Gluteus maximus, Hamstrings, Erector spinae;Advanced;Explosive movement requiring rapid hip extension and single-arm shoulder stabilization during an overhead lift.;;218f00e0-ed99-48a2-95df-a0f581174f0b;0;"[""tier3"",""compound"",""power"",""hinge"",""stability""]";;40;compound;power, coordination;hinge;high_impact, unilateral;50;40;one-arm snatch;lifting, explosives
530713;Landmine One Leg Stiff Leg Deadlift;Strength;Hips;Body weight;Hamstrings;Gluteus maximus, Erector spinae;Intermediate;;;1ec13b56-98db-4aed-b45f-7b539e161381;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""hinge""]";;60;compound;strength, balance;hinge;plateau_breaker;65;55;one-leg deadlift;lifting
117013;45 degree one leg hyperextension (arms in front of chest);Strength;Hips;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Advanced;;;3015bf78-96f2-4b23-912c-ff08265dc90e;0;"[""tier2"",""compound"",""strength"",""hinge"",""stability""]";;40;isolation;strength, balance;hinge;plateau_breaker;50;70;one-leg hyper;lifting
88313;Lever Horizontal One leg Press;Strength;Thighs;Leverage machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;077f177c-7378-42a2-99c6-97dc7cfda1fa;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat""]";;70;compound;strength, hypertrophy;squat;plateau_breaker;75;70;One-leg press;lifting
261113;Lever Horizontal One leg Press;Strength;Thighs;Leverage machine;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;96aeb4b8-3652-4bb1-bbd7-0f04e9d2dff8;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""squat""]";;70;compound;strength, hypertrophy;squat;plateau_breaker;75;70;One-leg press;lifting
6813;Barbell One Leg Squat;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings, Gastrocnemius;Advanced;Requires significant balance, mobility, and unilateral strength, with emphasis on knee alignment and core stability.;;523db3b3-2335-402d-b0b7-13414c52a252;0;"[""tier3"",""compound"",""strength"",""squat"",""stability""]";;60;compound;strength, balance;squat;unilateral;60;70;one-leg squat;lifting
106113;Barbell one leg hip thrust;Strength;Hips;Barbell;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;6ee8b588-fb91-4edc-aba1-7b5f5bb000b8;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""hinge"",""plateau_breaker""]";;50;compound;strength, hypertrophy;hinge;unilateral;55;65;one-leg thrust;lifting
460113;Open Book Stretch;Stretching;Waist;Body weight;Obliquus externus abdominis;Erector spinae;Beginner;;;252d4a29-ed73-44d5-9206-480e66395814;0;"[""tier3"",""mobility"",""rehab""]";;35;stretch;mobility;rotation;cool_down;25;40;open book;stretching
383313;Handboard Open Hand Grip;Stretching;Forearms;Body weight;Extensor digitorum communis;Extensor carpi radialis longus, Extensor carpi radialis brevis;Beginner;;;d6439906-4019-4ed8-85a3-1dbdedb9d567;0;"[""tier3"",""isolation"",""strength"",""grip_strength""]";;35;isometric;strength;;plateau_breaker;30;25;open grip;climbing
156713;Kettlebell Open Palm Clean;Strength;Weightlifting;Kettlebell;Gluteus maximus;Hamstrings, Quadriceps, Erector spinae, Deltoid anterior;Intermediate;;;9ab16074-eb77-4b3f-8601-2f0f8d50e5fd;0;"[""tier3"",""compound"",""power"",""hinge""]";;50;ballistic;power, coordination;vertical_pull;high_impact;50;40;open palm clean;lifting, explosives
499213;Opposite Crunch;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Transverse abdominis;Beginner;;;cfa97373-09a0-4848-ad8c-f792e6d66159;0;"[""tier2"",""isolation"",""strength"",""core""]";;50;isolation;hypertrophy;crunch;beginner_friendly;45;50;opposite crunch;lifting
64113;Otis Up;Strength;Waist;Weighted;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Intermediate;;;46340bc6-c98c-4ce2-8245-e96a0480b68b;0;"[""tier2"",""isolation"",""core""]";;40;compound;strength, hypertrophy;crunch;beginner_friendly;35;40;otis up;lifting
383713;Otis-Up;Strength;Hips, Shoulders, Waist;Weighted;Gluteus maximus;Deltoid anterior, Rectus abdominis, Erector spinae;Intermediate;;;fabad9e3-4c3c-4243-b2d1-9fc800494b84;2;"[""tier2"",""compound"",""strength"",""core""]";;40;compound;strength, hypertrophy;crunch;beginner_friendly;35;40;otis up;lifting
347313;Standing Balance Outer Hip Stretch;Stretching;Hips, Thighs;Body weight;Gluteus medius;Tensor fasciae latae;Beginner;;;10e51bb1-e2fc-4aae-b78a-7cf42394f365;0;"[""tier2"",""isolation"",""mobility"",""stability""]";;30;stretch;mobility, balance;;beginner_friendly, at_home;25;40;outer hip stretch;stretching, prehab
368013;Kettlebell Overhand Grip Swing;Strength;Hips;Kettlebell;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;2e0b8458-1041-4eb1-8325-d94f3cd2246e;2;"[""tier1"",""compound"",""strength"",""power"",""hinge""]";;65;ballistic;power, endurance;hinge;high_impact;70;60;overhand swing;lifting, explosives
354813;Dumbbell Single Arm Overhead Carry;Strength;Shoulders, Thighs;Dumbbell;Deltoid anterior;Rectus abdominis, Obliquus externus abdominis, Trapezius;Intermediate;;;17221e6c-f93a-4ca3-acb5-88e62c8ab20b;0;"[""tier2"",""compound"",""strength"",""carry"",""core""]";;60;compound;strength, stability;carry;beginner_friendly;65;60;overhead carry;lifting
969713;Kettlebell Bottoms-up Single Arm Overhead Carry;Strength;Weightlifting;Kettlebell;Deltoid anterior;Trapezius, Rhomboids, Rectus abdominis;Advanced;;;4ab63372-c6c1-4069-abb4-9c49bef28328;0;"[""tier3"",""compound"",""strength"",""stability"",""carry""]";;45;compound;strength, stability;carry;;40;35;overhead carry;lifting
424413;Kettlebell Overhead Carry;Strength;Thighs;Kettlebell;Deltoid anterior;Trapezius, Erector spinae, Obliquus externus abdominis;Intermediate;;;f37399c8-e0b8-49ba-bb97-37b1a9117c9c;0;"[""tier2"",""compound"",""strength"",""stability"",""carry""]";;55;isometric;stability, strength;carry;beginner_friendly;60;50;overhead carry;lifting
291413;Barbell Overhead Carry;Strength;Thighs;Barbell;Deltoid anterior;Trapezius, Rectus abdominis, Obliquus externus abdominis;Intermediate;;;c76bd66e-a609-42b4-8505-77512c687ea7;0;"[""tier2"",""compound"",""strength"",""carry""]";;50;compound;strength, stability;carry;;55;45;overhead carry;lifting
605213;Bottle Weighted Overhead Crunch;Strength;Waist;Weighted;Rectus abdominis;Deltoid anterior, Obliquus externus abdominis;Intermediate;;;051ff797-2262-422d-91dc-753213de2829;2;"[""tier3"",""isolation"",""hypertrophy"",""core""]";;35;isolation;strength, hypertrophy;crunch;at_home, beginner_friendly;50;55;Overhead crunch;lifting
163613;Cable Overhead Curl;Strength;Upper Arms;Cable;Biceps brachii;Brachialis, brachioradialis;Intermediate;;;1dd75557-d0d4-4df3-8680-2166fe2ea7e1;0;"[""tier3"",""isolation"",""hypertrophy""]";;50;isolation;hypertrophy;;beginner_friendly;45;55;overhead curl;lifting
164313;Cable Seated Overhead Curl;Strength;Upper Arms;Cable;Biceps brachii;Brachialis, Brachioradialis;Intermediate;;;42ca9ee2-64b2-4aa3-afab-95ccc1d04dcb;0;"[""tier3"",""isolation"",""hypertrophy""]";;50;isolation;hypertrophy;;beginner_friendly;55;50;overhead curl;lifting
306513;Cable Seated Overhead Curl;Strength;Upper Arms;Cable;Biceps brachii;Brachialis, Brachioradialis;Intermediate;;;cc187760-a8e9-4d36-b700-23676d3a3712;2;"[""tier3"",""isolation"",""hypertrophy""]";;50;isolation;hypertrophy;;beginner_friendly;55;50;overhead curl;lifting
626613;Cable Seated Overhead Curl (SZ Bar);Strength;Upper Arms;Cable;Biceps brachii;Brachialis, Brachioradialis;Intermediate;;;22e8d6bc-1e91-4a3f-b5c7-b96eef78d773;0;"[""tier2"",""isolation"",""hypertrophy"",""biceps""]";;50;isolation;hypertrophy;;beginner_friendly;55;50;overhead curl;lifting
507613;Dumbbell Overhead Lunge;Strength;Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Rectus abdominis;Intermediate;;;841a413d-1e09-48ef-babe-e0c6c26e14d0;0;"[""tier2"",""compound"",""strength"",""lunge"",""stability""]";;60;compound;strength, balance;lunge;high_impact;60;70;overhead lunge;lifting
507113;Kettlebell Single Arm Overhead Lunge;Strength;Thighs;Kettlebell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Rectus abdominis;Intermediate;;;0dbf0d00-ef44-4fad-b104-45a18e397e2a;0;"[""tier3"",""compound"",""strength"",""lunge"",""stability""]";;60;compound;strength, balance;lunge;beginner_friendly;55;65;overhead lunge;lifting
961113;Bodyweight Overhead Forward Lunge;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior;Intermediate;;;5b9af821-d29e-4e27-a44a-6317dbfcb621;1;"[""tier1"",""compound"",""endurance"",""lunge"",""bodyweight""]";;55;compound;strength, mobility;lunge;bodyweight, beginner_friendly;60;70;Overhead lunge;calisthenics
372513;Barbell Overhead Lunge;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Erector spinae;Intermediate;;;8b97ca58-34a4-4f36-be87-993152ffbdca;0;"[""tier3"",""compound"",""strength"",""lunge"",""plateau_breaker""]";;60;compound;strength, stability;lunge;;60;55;overhead lunge;lifting
509513;Dumbbell Single Arm Overhead Lunge;Strength;Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Rectus abdominis;Intermediate;;;1b37f080-e832-4a88-843c-2c50f329196f;0;"[""tier3"",""compound"",""strength"",""lunge"",""stability""]";;60;compound;strength, stability;lunge;beginner_friendly;65;60;overhead lunge;lifting
101213;Band twisting overhead press;Strength;Shoulders;Band;Deltoid anterior;Triceps brachii, Obliquus externus abdominis;Intermediate;;;52f3e0cc-b646-4d45-87a8-c2d09d87c93e;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""vertical_press"",""rotation""]";;55;compound;strength, coordination;vertical_press;at_home;50;55;Overhead press;lifting
9113;Barbell Seated Overhead Press;Strength;Shoulders;Barbell;Deltoid anterior;Triceps brachii, Trapezius;Intermediate;Perform seated with a neutral spine and controlled movement to minimize back arching. Ensure full arm extension while stabilizing the shoulder girdle.;;d1d02132-28df-4300-a1df-055f49c4cd4a;0;"[""tier1"",""compound"",""strength"",""vertical_press""]";;70;compound;strength, hypertrophy;vertical_press;;65;60;overhead press;lifting
260413;Barbell Seated Overhead Press;Strength;Shoulders;Barbell;Deltoid anterior;Triceps brachii, Trapezius;Intermediate;;;4021aae5-6812-403c-a4f0-2dc5335eb61b;2;"[""tier1"",""compound"",""strength"",""vertical_press""]";;70;compound;strength, hypertrophy;vertical_press;;65;60;overhead press;lifting
520413;Resistance Band Single Arm Overhead Shoulder Press;Strength;Shoulders;Resistance Band;Deltoid anterior;Triceps brachii, Trapezius;Intermediate;;;2abb189b-aabe-49a9-9926-3e992a43b6c0;0;"[""tier2"",""compound"",""strength"",""vertical_press""]";;70;compound;strength, hypertrophy;vertical_press;low_impact, beginner_friendly;65;60;Overhead press;lifting
41413;Dumbbell Standing Alternate Overhead Press;Strength;Shoulders;Dumbbell;Deltoid anterior;Triceps brachii, Trapezius;Intermediate;Perform standing with alternating arms to engage core stabilizers, ensuring controlled movement and proper alignment during the press.;;ed2156af-5d65-4b65-b261-35420db2ef86;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""vertical_press""]";;60;compound;strength, hypertrophy;vertical_press;beginner_friendly;70;65;Overhead press;lifting
42613;Dumbbell Standing Overhead Press;Strength;Shoulders;Dumbbell;Deltoid anterior;Triceps brachii, Trapezius, Erector spinae;Intermediate;Maintain a tight core and stable lower body while pressing the dumbbells upward in a controlled manner.;;153b23f2-3ff9-4913-9349-b8b506406a93;0;"[""tier1"",""compound"",""strength"",""hypertrophy"",""vertical_press""]";;95;compound;strength, hypertrophy;vertical_press;beginner_friendly;85;75;overhead press;lifting
238013;Dumbbell Standing Overhead Press;Strength;Shoulders;Dumbbell;Deltoid anterior;Triceps brachii, Erector spinae;Intermediate;;;90cb4ea2-59a9-4981-a76b-6909b4b04aec;2;"[""tier1"",""compound"",""strength"",""hypertrophy"",""vertical_press""]";;95;compound;strength, hypertrophy;vertical_press;beginner_friendly;85;75;overhead press;lifting
122613;EZ Bar Standing Overhead Press;Strength;Shoulders;EZ Barbell;Deltoid anterior;Triceps brachii, Erector spinae;Intermediate;;;085dc265-391f-4e66-b352-72be8fcc704b;0;"[""tier1"",""compound"",""strength"",""hypertrophy"",""vertical_press""]";;80;compound;strength, hypertrophy;vertical_press;plateau_breaker;85;75;overhead press;lifting
728713;Trap Bar Overhead Press;Strength;Shoulders;Body weight;Deltoid anterior;Triceps brachii, Trapezius;Intermediate;;;4d12be35-e80f-43c6-b2ed-c53e717c2a65;1;"[""tier2"",""compound"",""strength"",""vertical_press""]";;70;compound;strength, hypertrophy;vertical_press;;65;55;Overhead press with trap bar;lifting
292813;Barbell Overhead Shrug;Strength;Back;Barbell;Trapezius;Deltoid anterior, Levator scapulae;Intermediate;;;7bc1daa5-c94c-42de-b187-bb67c462067b;0;"[""tier3"",""compound"",""strength"",""vertical_press""]";;50;isolation;strength;;;50;40;overhead shrug;lifting
473413;Dumbbell Decline Overhead Sit up;Strength;Waist;Dumbbell;Rectus abdominis;Deltoid anterior, Obliquus externus abdominis;Advanced;;;6c265235-dfa2-4da7-b82d-c2abb7b7e947;0;"[""tier3"",""compound"",""strength"",""core""]";;55;compound;strength, core;crunch;plateau_breaker;65;70;overhead sit up;lifting, core
741713;Overhead Sit-up with Legs on Bench;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Deltoid anterior;Intermediate;;;298ce36d-368b-4e57-a19d-c3b2b402ffc2;1;"[""tier3"",""compound"",""strength"",""core""]";;60;compound;strength, hypertrophy;crunch;plateau_breaker;50;45;overhead sit-up;lifting
135413;Medicine Ball Overhead Slam;Strength;Back;Medicine Ball;Erector spinae;Rectus abdominis, Latissimus dorsi, Trapezius;Intermediate;;;03786853-3b8a-4d26-acb4-abf495f75ce0;0;"[""tier2"",""compound"",""power"",""vertical_press""]";;70;ballistic;power, coordination;vertical_press;high_impact;65;60;overhead slam;plyometrics, explosives
254513;Medicine Ball Overhead Slam;Strength;Hips, Waist;Medicine Ball;Rectus abdominis;Obliquus externus abdominis, Gluteus maximus, Deltoid anterior;Intermediate;;;83bd3d44-33fe-43ab-9034-d0f05c9998d8;2;"[""tier2"",""compound"",""power"",""vertical_press""]";;70;ballistic;power, coordination;vertical_press;high_impact;65;60;overhead slam;plyometrics, explosives
418613;Resistance Band Overhead Squat;Strength;Hips;Resistance Band;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Erector spinae;Intermediate;;;cb939646-3fcf-4999-a708-54186ff896ae;0;"[""tier3"",""compound"",""mobility"",""stability"",""squat"",""low_impact""]";;70;compound;strength, mobility;squat;beginner_friendly, at_home;60;65;overhead squat;lifting
114113;Suspender Squat (Arms Overhead);Strength;Thighs;Suspension;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Erector spinae;Intermediate;;;522022f0-231b-4888-83d4-cbe886f438b7;0;"[""tier3"",""compound"",""strength"",""squat"",""mobility""]";;70;compound;strength, mobility;squat;bodyweight;65;70;Overhead Squat;calisthenics
429413;Bodyweight Overhead Squat;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Trapezius, Erector spinae;Advanced;;;0eafdd4f-9200-44d3-acd3-db64c222d6b1;0;"[""tier3"",""compound"",""strength"",""mobility"",""squat"",""bodyweight""]";;65;compound;strength, mobility;squat;bodyweight, beginner_friendly;65;70;Overhead squat;calisthenics
78313;Squat (arms overhead);Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Erector spinae;Intermediate;;;85c92c3b-384a-47e3-85b3-98e947ef4448;0;"[""tier2"",""compound"",""strength"",""mobility"",""squat""]";;40;compound;strength, mobility;squat;mobility;60;55;overhead squat;lifting, prehab
6913;Barbell Overhead Squat;Strength;Thighs;Barbell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Trapezius, Erector spinae;Advanced;Maintain an upright posture with a locked overhead bar;;f12e55f5-d5ec-49cd-85b2-1841ff281ac5;0;"[""tier3"",""compound"",""strength"",""squat"",""mobility""]";;70;compound;strength, stability;squat;;65;55;overhead squat;lifting
156613;Kettlebell One Arm Overhead Squat;Strength;Thighs;Kettlebell;Quadriceps;Gluteus maximus, Deltoid anterior, Erector spinae;Advanced;;;8a596b7e-518c-4416-bdca-7a1ffc03d7ae;0;"[""tier3"",""compound"",""strength"",""stability"",""squat""]";;65;compound;strength, stability, mobility;squat;plateau_breaker;50;40;overhead squat;lifting
370913;Dumbbell Overhead Squat;Strength;Hips, Thighs;Dumbbell;Quadriceps;Gluteus maximus, Hamstrings, Deltoid anterior, Erector spinae;Advanced;;;17824ba6-9f80-49fb-a335-63669e897fb2;0;"[""tier3"",""compound"",""strength"",""mobility"",""squat""]";;60;compound;strength, balance;squat;high_impact;65;55;overhead squat;lifting
843113;Seated Overhead Stretch on a Chair;Stretching;Stretching;Body weight;Latissimus dorsi;Pectoralis major, Trapezius;Beginner;;;02269eec-d568-4ee7-aafd-546d068d1354;1;"[""tier3"",""isolation"",""mobility"",""beginner_friendly""]";;30;stretch;mobility;;beginner_friendly, cool_down;20;30;overhead stretch;stretching, reha
424313;Medicine Ball Overhead Throw;Aerobic;Plyometrics;Medicine Ball;Rectus abdominis;Deltoid anterior, Triceps brachii, Gluteus maximus, Hamstrings;Intermediate;;;5742f793-b6fb-487e-91ba-3d6dfebeca8c;0;"[""tier2"",""compound"",""power"",""vertical_press""]";;70;ballistic;power, coordination;vertical_press;high_impact;65;60;overhead throw;plyometrics, explosives
1010813;Medicine Ball Overhead Toss;Strength;Hips;Medicine Ball;Gluteus maximus;Hamstrings, Erector spinae, Rectus abdominis;Intermediate;;;5bf8c818-8c0f-42c5-9950-a7e6849c6359;1;"[""tier2"",""compound"",""power"",""vertical_press"",""beginner_friendly""]";;70;ballistic;power, coordination;vertical_press;high_impact;65;60;overhead toss;plyometrics, explosives
1010913;Medicine Ball Backward Overhead Toss;Strength;Hips;Medicine Ball;Gluteus maximus;Hamstrings, Deltoid anterior, Rectus abdominis;Intermediate;;;72b13923-651e-49b8-83ed-8d7bc0bf59a3;1;"[""tier3"",""compound"",""power"",""hinge"",""rotation""]";;50;ballistic;power, coordination;hinge;high_impact;45;40;overhead toss;plyometrics, explosives
97913;Band horizontal Pallof Press;Strength;Waist;Band;Obliquus externus abdominis;Transversus abdominis, Erector spinae;Intermediate;;;5eb89d6c-61da-45a6-8963-8b91bc54c018;0;"[""tier3"",""compound"",""stability"",""core"",""rotation""]";;60;isometric;stability;rotation;at_home;55;60;Pallof press;prehab
422413;Cable Lying Pallof Press;Strength;Waist;Cable;Obliquus externus abdominis;Transverse abdominis, Rectus abdominis;Intermediate;;;c3b10209-d4a2-4272-b668-afe41aa63bdd;0;"[""tier3"",""isolation"",""stability"",""core"",""rotation""]";;60;isolation;core, stability;rotation;beginner_friendly;55;60;pallof press;lifting
1018413;Resistance Band Alternating Split Stance Pallof Press;Strength;Waist;Resistance Band;Obliquus externus abdominis;Rectus abdominis, Transverse abdominis, Gluteus maximus;Intermediate;;;50ef5dc3-1769-4525-86f1-fb2483677c19;0;"[""tier3"",""compound"",""stability"",""rotation"",""prehab""]";;60;compound;strength, stability;rotation;at_home;50;55;pallof press;lifting
101513;Band vertical Pallof Press;Strength;Waist;Band;Obliquus externus abdominis;Rectus abdominis, Erector spinae, Deltoid anterior;Intermediate;;;894f5b82-f438-4729-8871-eff3fecc1356;0;"[""tier3"",""isolation"",""stability"",""core""]";;55;isometric;core_strength, stability;plank;at_home;50;55;Pallof press;calisthenics
419613;Cable Half Kneeling Adductor Pallof Press;Strength;Waist;Cable;Obliquus externus abdominis;Adductor longus, Deltoid anterior;Intermediate;;;87e91be4-c712-42c8-8296-cf972b40dbf8;0;"[""tier3"",""compound"",""stability"",""core"",""rotation""]";;50;compound;strength, stability;rotation;beginner_friendly;45;50;Pallof press;lifting
419313;Cable Half Kneeling Pallof Press;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Transversus abdominis, Erector spinae;Intermediate;;;980e863f-9c15-4bcc-b0d6-e3a0ef8d6602;0;"[""tier2"",""isolation"",""stability"",""core"",""rotation""]";;50;compound;strength, stability;rotation;beginner_friendly;45;50;Pallof press;lifting
424013;Resistance Band Horizontal Pallof Press;Strength;Waist;Resistance Band;Obliquus externus abdominis;Rectus abdominis, Transversus abdominis;Intermediate;;;71788d36-2ac2-4670-abc5-0580e106b1c2;0;"[""tier2"",""compound"",""stability"",""horizontal_press"",""prehab""]";;55;isometric;stability, strength;rotation;beginner_friendly, at_home;50;50;pallof press;lifting, full_body
121313;Cable vertical Pallof Press;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Transverse abdominis, Erector spinae;Intermediate;;;03bef993-f561-4c46-a467-f13c92c630ad;0;"[""tier2"",""isolation"",""stability"",""rotation"",""prehab""]";;65;isometric;stability, strength;plank;beginner_friendly;55;50;pallof press;lifting
120213;Cable horizontal Pallof Press;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Transversus abdominis;Intermediate;;;34170064-ce62-4e21-9176-81198449e83d;0;"[""tier2"",""isolation"",""strength"",""stability""]";;60;isometric;stability, strength;rotation;beginner_friendly;55;50;Pallof press;lifting, prehab
435613;Cable horizontal Pallof Press (VERSION 2);Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Erector spinae;Intermediate;;;8b9e8c2b-e083-487b-a3c5-118432cfe8ac;0;"[""tier2"",""isolation"",""stability"",""rotation""]";;60;isometric;stability, strength;rotation;beginner_friendly;55;50;Pallof press;lifting, prehab
