id;Name;exercise_type;bodyPart;Equipment;muscle_group;secondary_muscles;difficulty;remarks;is_duplicate;exID;Gender;tags;tags_temp;score;type;goal;motion_pattern;additional;popularity_men;popularity_women;summary;philosophy;Video
736;Elbow Lift Reverse Push Up Back;Strength;Back;Body weight;Latissimus dorsi;Triceps brachii;Intermediate;Focus on engaging the back muscles during the lift.;;;0;;;50;compound;strength, hypertrophy;horizontal_pull;bodyweight;40;35;reverse push up;calisthenics;https://www.youtube.com/watch?v=IpZol96gfBk
351;Elbow Push up Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis, Transversus abdominis;Intermediate;Maintain a straight line from head to heels, engaging the core throughout.;;;2;;;40;compound;strength, stability;plank;bodyweight, beginner_friendly;50;50;plank push-up;calisthenics;https://www.youtube.com/watch?v=qvRNPMj3qgM
143;Elbow to Knee Side Plank Crunch Waist;Strength;Waist;Body weight;Obliques;Rectus abdominis;Intermediate;Maintain a steady pace and engage the core.;;;2;;;70;isometric;core, stability;plank;beginner_friendly;60;70;Side plank;calisthenics;https://www.youtube.com/watch?v=4Lr4-GqznAw
426;Elbow Up and Down Dynamic Plank;Strength;Waist;Body weight;Rectus abdominis;Transversus abdominis, Obliques;Intermediate;Keep the core engaged and avoid dropping the hips.;;;2;;;50;dynamic;stability, coordination;plank;beginner_friendly, at_home;55;60;dynamic plank;prehab;https://www.youtube.com/watch?v=z1LV_NAOSpU
427;Elbow Up and Down Dynamic Plank;Strength;Waist;Body weight;Rectus abdominis;Transversus abdominis, Obliques;Intermediate;Keep the core engaged and avoid dropping the hips.;;;0;;;50;dynamic;stability, coordination;plank;beginner_friendly, at_home;55;60;dynamic plank;prehab;https://www.youtube.com/watch?v=J5_7cLPs-KA
199;Elevanted Push Up Chest;Strength;Chest;Body weight;Pectoralis major;Deltoid anterior, Triceps brachii;Intermediate;Maintain a straight body line and engage the core.;;;0;;;70;compound;strength, stability;horizontal_press;bodyweight;60;70;elevated push-up;calisthenics;https://www.youtube.com/watch?v=HIYyzMTAwfo&pp=0gcJCccJAYcqIYzv
684;Elliptical lateral Walk Cardio;Aerobic;Cardio;Elliptical machine;Cardiovascular system;0;Beginner;Maintain a steady pace and focus on breathing.;;;0;;;40;cardio;endurance;;low_impact, beginner_friendly;50;70;elliptical walk;cardio;https://www.youtube.com/watch?v=gG312A2gbKk
484;Elliptical Machine Skiing Cardio;Aerobic;Full body;Elliptical machine;Quadriceps;Gluteus maximus, Hamstrings, Calves;Beginner;Maintain a steady pace and proper form throughout the exercise.;;;2;;;70;cardio;endurance;;low_impact, beginner_friendly;60;80;Elliptical skiing;cardio;https://www.youtube.com/watch?v=WYrwoSwZ9Iw
645;Elliptical Machine Walk Cardio;Aerobic;Cardio;Elliptical machine;0;0;Beginner;Maintain a steady pace and posture for effective cardiovascular training.;;;2;;;70;cardio;endurance;;low_impact, beginner_friendly;65;70;elliptical walk;cardio;https://www.youtube.com/watch?v=ikHinsaUU5Q
686;Elliptical Machine Walk Cardio;Aerobic;Cardio;Elliptical machine;0;0;Beginner;Maintain a steady pace and posture for effective cardiovascular training.;;;0;;;70;cardio;endurance;;low_impact, beginner_friendly;65;70;elliptical walk;cardio;https://www.youtube.com/watch?v=57Jam6spXFQ
576;EZ bar Close Grip Bench Press Upper Arms;Strength;Upper arms;EZ Barbell;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep elbows close to the body and control the descent.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;;75;65;close grip press;lifting;https://www.youtube.com/watch?v=dbYhIusJD6M
577;EZ bar Close Grip Bench Press Upper Arms;Strength;Upper arms;EZ Barbell;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep elbows close to the body and control the descent.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;;75;65;close grip press;lifting;https://www.youtube.com/watch?v=Qh8N9YdFqG4
76;EZ Bar Legs Side Pull In Sit up Waist;Strength;Waist;EZ Barbell;Obliques;Rectus abdominis;Advanced;Maintain a controlled movement to engage the core effectively.;;;0;;;50;compound;strength, hypertrophy;rotation;plateau_breaker;50;60;side pull sit up;lifting;https://www.youtube.com/watch?v=V6Kd5-GMgNk
418;EZ Bar Lying Bent Arms Pullover Back;Strength;Back;EZ Barbell;Latissimus dorsi;Pectoralis major, Triceps brachii;Intermediate;Keep the elbows slightly bent and control the movement.;;;0;;;60;compound;strength, hypertrophy;horizontal_pull;;70;60;pullover;lifting;https://www.youtube.com/watch?v=kTX8EGV7PNE
754;EZ Bar Seated Close Grip Concentration Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Intermediate;Focus on squeezing the biceps at the top of the movement.;;;0;;;60;isolation;hypertrophy;;beginner_friendly;70;60;Concentration curl;lifting;https://www.youtube.com/watch?v=1-A2bSkZopo&pp=0gcJCccJAYcqIYzv
746;EZ Bar Standing French Press Upper Arms;Strength;Upper Arms;EZ Barbell;Triceps brachii;Anconeus;Intermediate;Keep elbows close to the head to target the triceps.;;;0;;;70;isolation;hypertrophy;;beginner_friendly;65;60;french press;lifting;https://www.youtube.com/watch?v=iICA4clIB8Q
274;EZ Barbell Anti Gravity Press Shoulders;Strength;Shoulders;EZ Barbell;Deltoid;Triceps brachii;Intermediate;Keep the core engaged and avoid arching the back.;;;2;;;60;compound;strength, hypertrophy;vertical_press;plateau_breaker;65;55;anti gravity;lifting;https://www.youtube.com/watch?v=3K6-v9wmvMU
1164;EZ Barbell Anti Gravity Press Shoulders;Strength;Shoulders;EZ Barbell;Deltoid;Triceps brachii;Intermediate;Keep the core engaged and avoid arching the back.;;;0;;;60;compound;strength, hypertrophy;vertical_press;plateau_breaker;65;55;anti gravity;lifting;https://www.youtube.com/watch?v=9B4z0Bftfzw
542;EZ Barbell Close grip Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis, Brachioradialis;Intermediate;Keep elbows close to the body and focus on the biceps contraction.;;;2;;;70;isolation;strength, hypertrophy;;;75;70;close curl;lifting;https://www.youtube.com/watch?v=DnytPtcDY4w&pp=0gcJCccJAYcqIYzv
775;EZ Barbell Close Grip Preacher Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Intermediate;Use a close grip to target the outer biceps.;;;0;;;60;isolation;hypertrophy;;;70;60;Close grip curl;lifting;https://www.youtube.com/watch?v=Pf_2vJBh0PY
661;EZ Barbell Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Beginner;Use a full range of motion and avoid using momentum.;;;2;;;70;isolation;hypertrophy;;beginner_friendly;85;75;barbell curl;lifting;https://www.youtube.com/watch?v=R_ItH1BIGDg
1163;EZ Barbell Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Beginner;Use a full range of motion and avoid using momentum.;;;0;;;70;isolation;hypertrophy;;beginner_friendly;85;75;barbell curl;lifting;https://www.youtube.com/watch?v=7rwbDgHk5jU
689;EZ Barbell Decline Triceps Extension Upper Arms;Strength;Upper arms;EZ Barbell;Triceps brachii;Anconeus;Intermediate;Keep elbows stationary and focus on the triceps contraction.;;;0;;;50;isolation;hypertrophy;;plateau_breaker;65;55;decline extension;lifting;https://www.youtube.com/watch?v=TY17R10pbKI
1162;EZ Barbell Incline Triceps Extension Upper Arms;Strength;Upper arms;EZ Barbell;Triceps brachii;Anconeus;Intermediate;Ensure elbows remain stationary to isolate the triceps.;;;0;;;60;isolation;hypertrophy;;beginner_friendly;65;55;triceps extension;lifting;https://www.youtube.com/watch?v=rMFALwTQFkY
543;EZ Barbell Reverse Grip Curl Forearms;Strength;Forearms;EZ Barbell;Forearm flexors;Brachioradialis;Intermediate;Use a reverse grip to target the forearms effectively.;;;2;;;70;isolation;strength, hypertrophy;;;70;65;reverse curl;lifting;https://www.youtube.com/watch?v=awgJjH48yE4
1161;EZ Barbell Reverse Grip Curl Forearms;Strength;Forearms;EZ Barbell;Forearm flexors;Brachioradialis;Intermediate;Use a reverse grip to target the forearms effectively.;;;0;;;70;isolation;strength, hypertrophy;;;70;65;reverse curl;lifting;https://www.youtube.com/watch?v=fsNG1b8YArI
811;EZ Barbell Seated Curls Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis, Brachioradialis;Intermediate;Keep elbows close to the body and avoid swinging the bar.;;;0;;;70;isolation;hypertrophy;;beginner_friendly;75;65;seated curls;lifting;https://www.youtube.com/watch?v=ehorpTCKZTI
774;EZ Barbell Spider Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Intermediate;Focus on the contraction of the biceps at the top of the movement.;;;0;;;55;isolation;hypertrophy;;;65;55;Spider curl;lifting;https://www.youtube.com/watch?v=evnnwaY2VuI
445;EZ Barbell Standing Preacher Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;Brachialis;Intermediate;Focus on full range of motion and avoid using momentum.;;;0;;;70;isolation;hypertrophy;;;75;65;preacher curl;lifting;https://www.youtube.com/watch?v=9QDF1AQJqjo
466;EZ Barbell Standing Wide Grip Biceps Curl Upper Arms;Strength;Upper arms;EZ Barbell;Biceps brachii;0;Intermediate;Keep the elbows close to the body and focus on the bicep contraction.;;;0;;;70;isolation;hypertrophy;;beginner_friendly;80;60;Wide grip curl;lifting;https://www.youtube.com/watch?v=ydnPvEqsLNg
700;Farmers walk Cardio;Aerobic;Cardio;Body weight;Cardiovascular system;0;Intermediate;Maintain a steady pace and focus on breathing.;;;0;;;70;carry;strength, endurance;carry;beginner_friendly;75;65;farmers walk;lifting;https://www.youtube.com/watch?v=QCNArT7ia2o
45;Feet and Ankles Rotation Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Perform the rotations slowly to increase ankle mobility.;;;2;;;50;dynamic;mobility;;warm_up;40;45;ankle rotation;stretching;https://www.youtube.com/watch?v=oJDz5fXoJqI
375;Feet and Ankles Rotation Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Perform the rotations slowly to increase ankle mobility.;;;2;;;50;dynamic;mobility;;warm_up;40;45;ankle rotation;stretching;https://www.youtube.com/watch?v=AkxSInmBF0E
387;Feet and Ankles Side to Side Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;Soleus;Beginner;Perform the stretch slowly and gently to avoid straining the ankles.;;;2;;;40;stretch;mobility;rotation;beginner_friendly, cool_down;30;40;ankle stretch;stretching;https://www.youtube.com/watch?v=ylPCM-m9fwU
46;Feet and Ankles Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;1;;;50;stretch;mobility;;cool_down;40;45;ankle stretch;stretching;https://www.youtube.com/watch?v=4H6GbDLgsrI
373;Feet and Ankles Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;2;;;50;stretch;mobility;;cool_down;40;45;ankle stretch;stretching;https://www.youtube.com/watch?v=tI3jPWgx8hA
926;Fixed Bar Back Stretch Back;Stretching;Back;Fixed Bar;Erector spinae;0;Beginner;Use a gentle pull to stretch the back muscles without causing discomfort.;;;0;;;50;stretch;mobility;;cool_down;40;45;back stretch;stretching;https://www.youtube.com/watch?v=sSKtLf4OWic
323;Flexion And Extension Hip Stretch Hips;Stretching;Hips;Body weight;Hip flexors;Gluteus maximus;Beginner;Perform slowly to improve hip flexibility.;;;1;;;40;stretch;mobility;;cool_down;35;40;hip stretch;stretching;https://www.youtube.com/watch?v=r_9Q9gYox4g
44;Flexion Leg Sit up straight arm waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Keep the core engaged and avoid pulling on the neck.;;;2;;;60;compound;strength, stability;crunch;beginner_friendly;65;70;sit up;calisthenics;https://www.youtube.com/watch?v=VloUCOe_K8I
1160;Flexion Leg Sit up straight arm waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Keep the core engaged and avoid pulling on the neck.;;;0;;;60;compound;strength, stability;crunch;beginner_friendly;65;70;sit up;calisthenics;https://www.youtube.com/watch?v=H-YJ4uZZ_lU
591;Floor Hyperextension Hips FIX;Strength;Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Beginner;Engage core and lift chest off the floor with control.;;;2;;;70;isolation;strength, stability;hinge;beginner_friendly;60;70;hyperextension;lifting;https://www.youtube.com/watch?v=8fxw5vrFs0I
900;Flutter Kicks version 2 Hips;Strength;Hips;Body weight;Iliopsoas;Rectus abdominis, Transversus abdominis;Intermediate;Maintain a controlled movement and engage the core for stability.;;;0;;;60;isolation;core, endurance;hinge;bodyweight;55;60;flutter kicks;calisthenics;https://www.youtube.com/watch?v=xzpwae8-AB0&pp=0gcJCccJAYcqIYzv
874;Flutter Kicks version 3 Hips;Strength;Hips;Body weight;Iliopsoas;Rectus abdominis, Transversus abdominis;Intermediate;Maintain a controlled movement and engage the core throughout.;;;0;;;60;isolation;core, endurance;hinge;bodyweight;55;60;flutter kicks;calisthenics;https://www.youtube.com/watch?v=yBct6973kPY
305;Forward Lunge Thighs;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Beginner;Keep the front knee aligned with the toes.;;;1;;;70;compound;strength, balance;lunge;beginner_friendly;60;65;forward lunge;lifting;https://www.youtube.com/watch?v=ATAFSuhvDbw
229;Forward Pulse Lunge with Hands Overhead Thighs;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;Keep the core engaged and maintain balance throughout the movement.;;;0;;;50;compound;strength, balance;lunge;beginner_friendly;55;60;pulse lunge;calisthenics;https://www.youtube.com/watch?v=Fn7nqE6Z98E
532;Frog Crunch Waist;Strength;Waist;Body weight;Rectus abdominis;Obliques;Intermediate;Engage the core fully and avoid using momentum.;;;2;;;40;isolation;strength, stability;crunch;beginner_friendly;55;60;frog crunch;lifting;https://www.youtube.com/watch?v=wkspzoBteNA
579;Frog Crunch Waist;Strength;Waist;Body weight;Rectus abdominis;Obliques;Intermediate;Engage the core fully and avoid using momentum.;;;0;;;40;isolation;strength, stability;crunch;beginner_friendly;55;60;frog crunch;lifting;https://www.youtube.com/watch?v=HvueaKsy-MU
464;Frog Hip Thrust Hips;Strength;Hips;Body weight;Gluteus maximus;Hamstrings;Intermediate;Focus on squeezing the glutes at the top of the movement.;;;2;;;50;compound;strength, hypertrophy;hinge;beginner_friendly;40;60;Frog hip thrust;lifting;https://www.youtube.com/watch?v=1fOKBdrJTUM&pp=0gcJCccJAYcqIYzv
228;Frogger Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Maintain a strong core and ensure proper form throughout the movement.;;;0;;;40;compound;strength, endurance;plank;beginner_friendly;45;50;frogger;calisthenics;https://www.youtube.com/watch?v=8YkbBmp4Px8
112;Front Plank to Toe Tap Hips;Strength;Hips;Body weight;Rectus abdominis;Obliques, Gluteus medius;Intermediate;Keep the core tight and avoid sagging the hips.;;;1;;;70;isometric;stability, core;plank;beginner_friendly;60;65;Plank tap;calisthenics;https://www.youtube.com/watch?v=QsZRo0ndV9Q
197;Front Plank Toe Tap Hips;Strength;Hips, Waist;Body weight;Rectus abdominis;Gluteus medius;Intermediate;Maintain a straight body line and engage the core.;;;1;;;60;isometric;stability, balance;plank;bodyweight;50;60;plank tap;calisthenics;https://www.youtube.com/watch?v=i5ilfQ2oncg
336;Front Plank Toe Tap Waist;Strength;Waist;Body weight;Rectus abdominis;Obliques;Intermediate;Keep hips stable and engage core throughout the movement.;;;2;;;50;isometric;stability, coordination;plank;beginner_friendly;45;50;toe tap plank;calisthenics;https://www.youtube.com/watch?v=HZ516E0lK_k
1150;Front Plank waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Maintain a straight line from head to heels and engage the core.;;;0;;;70;isometric;stability, strength;plank;beginner_friendly;60;65;front plank;calisthenics;https://www.youtube.com/watch?v=uWUVkbCH8a8
155;Front Plank with Arm and Leg Lift push up position;Strength;Waist, Shoulders;Body weight;Rectus abdominis;Deltoid anterior, Gluteus maximus;Advanced;Ensure to keep the body in a straight line and avoid hip rotation.;;;1;;;70;isometric;stability, balance;plank;bodyweight, core;70;80;plank lift;calisthenics;https://www.youtube.com/watch?v=7dXMRTDjsKM
1149;Front Plank with Twist waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Maintain a stable plank position while twisting the torso.;;;0;;;60;isometric;stability, strength;plank;beginner_friendly;55;60;plank twist;calisthenics;https://www.youtube.com/watch?v=TNc013brZ5s
372;Front Toe Touching;Stretching;Hamstrings;Body weight;Hamstrings;Gastrocnemius;Beginner;Keep the legs straight and reach towards the toes with a controlled motion.;;;2;;;40;stretch;mobility;;beginner_friendly, cool_down;35;45;toe touch;stretching;https://www.youtube.com/watch?v=sVsyTsoO_3M&pp=0gcJCccJAYcqIYzv
195;Glute Bridge March Hips;Strength;Hips;Body weight;Gluteus maximus;Hamstrings;Intermediate;Keep the hips elevated and engage the core.;;;2;;;60;compound;strength, stability;hinge;beginner_friendly;50;70;bridge march;lifting;https://www.youtube.com/watch?v=0Ra8_tVNtUc&pp=0gcJCccJAYcqIYzv
563;Glute Bridge Two Legs on Floor Hips;Strength;Hips;Body weight;Gluteus maximus;Hamstrings;Beginner;Squeeze glutes at the top and keep core engaged.;;;2;;;70;compound;strength, stability;hinge;beginner_friendly;65;75;glute bridge;lifting;https://www.youtube.com/watch?v=yxLDqaXdnGQ
704;Glute Ham Developer crunch Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Advanced;Focus on engaging the core throughout the movement.;;;0;;;50;isolation;hypertrophy, strength;crunch;plateau_breaker;45;40;GHD crunch;lifting;https://www.youtube.com/watch?v=6Cf9ZzFBlLw
321;Glute March Hips;Strength;Hips;Body weight;Gluteus maximus;Hamstrings;Beginner;Focus on squeezing glutes at the top of each march.;;;0;;;45;isometric;strength, stability;hinge;beginner_friendly;40;45;glute march;calisthenics;https://www.youtube.com/watch?v=XvN2anSyR1Y
1148;Groin Crunch waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Focus on controlled movements to engage the core effectively.;;;0;;;50;isolation;strength, stability;crunch;beginner_friendly;45;50;groin crunch;lifting;https://www.youtube.com/watch?v=Gel3XhniSto
164;Hammer Grip Pull up on Dip Cage Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Advanced;Use a controlled motion and avoid kipping.;;;2;;;80;compound;strength, hypertrophy;vertical_pull;bodyweight;85;65;hammer pull-up;calisthenics;https://www.youtube.com/watch?v=X7BCD37AxCI
718;Hammer Grip Pull up on Dip Cage Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Advanced;Use a controlled motion and avoid kipping.;;;0;;;80;compound;strength, hypertrophy;vertical_pull;bodyweight;85;65;hammer pull-up;calisthenics;https://www.youtube.com/watch?v=B44nHFw4mCw
43;Hamstring Stretch Thighs;Stretching;Thighs;Body weight;Hamstrings;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;2;;;50;stretch;mobility;;cool_down;40;45;hamstring stretch;stretching;https://www.youtube.com/watch?v=dcqQ_ajOZT4
785;Hamstring Stretch Thighs;Stretching;Thighs;Body weight;Hamstrings;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;0;;;50;stretch;mobility;;cool_down;40;45;hamstring stretch;stretching;https://www.youtube.com/watch?v=9WPHjbGL7vg
696;Hands bike Cardio;Aerobic;Cardio;Hands bike;Cardiovascular system;0;Beginner;Maintain a steady pace and focus on breathing.;;;0;;;40;cardio;endurance;;low_impact, beginner_friendly;50;70;hands bike;cardio;https://www.youtube.com/watch?v=X_ps1RQnt7Y
599;Handstand Push Up Upper Arms;Strength;Upper arms;Body weight;Deltoid;Triceps brachii;Advanced;Ensure proper alignment and control the descent.;;;2;;;70;compound;strength, balance;vertical_press;bodyweight;70;60;handstand push-up;calisthenics;https://www.youtube.com/watch?v=0mz1U6ZcMIQ
739;Hanging Leg Hip Raise Waist;Strength;Waist;Body weight;Rectus abdominis;Iliopsoas;Intermediate;Keep the core tight to prevent swinging.;;;0;;;70;compound;strength, hypertrophy;hinge;bodyweight;65;60;hip raise;lifting, calisthenics;https://www.youtube.com/watch?v=vWrqU0LI9e8
401;Hanging Oblique Knee Raise Waist;Strength;Waist;Body weight;Obliquus externus abdominis;Rectus abdominis;Intermediate;Ensure to engage the core and control the movement to avoid swinging.;;;2;;;40;isolation;stability, mobility;crunch;bodyweight;60;55;oblique raise;calisthenics;https://www.youtube.com/watch?v=GpJt13kh1sc
741;Hanging Oblique Knee Raise Waist;Strength;Waist;Body weight;Obliquus externus abdominis;Rectus abdominis;Intermediate;Ensure to engage the core and control the movement to avoid swinging.;;;0;;;40;isolation;stability, mobility;crunch;bodyweight;60;55;oblique raise;calisthenics;https://www.youtube.com/watch?v=GBNSHINCZ_k
273;Hanging Straight Leg Hip Raise Waist;Strength;Waist;Body weight;Rectus abdominis;Hip flexors;Advanced;Avoid swinging and keep the core engaged.;;;2;;;70;isolation;strength, hypertrophy;hinge;bodyweight;75;70;leg raise;calisthenics;https://www.youtube.com/watch?v=dCDB8tAj0WI
1147;Hanging Straight Leg Hip Raise Waist;Strength;Waist;Body weight;Rectus abdominis;Hip flexors;Advanced;Avoid swinging and keep the core engaged.;;;0;;;70;isolation;strength, hypertrophy;hinge;bodyweight;75;70;leg raise;calisthenics;https://www.youtube.com/watch?v=S8GMUV6GSUU
527;Hanging Straight Leg Raise Hips;Strength;Hips;Body weight;Hip flexors;Rectus abdominis;Advanced;Keep legs straight and lift with control to engage the core.;;;2;;;70;isolation;strength, stability;crunch;;75;70;leg raise;lifting;https://www.youtube.com/watch?v=XkA7k3UvSj8
1146;Hanging Straight Leg Raise Hips;Strength;Hips;Body weight;Hip flexors;Rectus abdominis;Advanced;Keep legs straight and lift with control to engage the core.;;;0;;;70;isolation;strength, stability;crunch;;75;70;leg raise;lifting;https://www.youtube.com/watch?v=XVBDx4-3o_I
194;High Knee Run Cardio;Aerobic;Thighs, Hips;Body weight;Quadriceps;Hip flexors, Calves;Beginner;Focus on maintaining a high knee position and quick pace.;;;2;;;80;cardio;endurance, agility;;high_impact;70;80;high knees;cardio;https://www.youtube.com/watch?v=0MY2ZLCMVeI
396;High Knee Skips Cardio;Aerobic;Full body;Body weight;Cardiovascular system;Quadriceps, Hamstrings, Calves;Intermediate;Maintain a steady pace and ensure proper form during the skips.;;;1;;;60;cardio;endurance, agility;;high_impact;70;80;knee skips;cardio;https://www.youtube.com/watch?v=kVOQG6G9hiU
1154;High Knee Skips Cardio;Aerobic;Full body;Body weight;Cardiovascular system;Quadriceps, Hamstrings, Calves;Intermediate;Maintain a steady pace and ensure proper form during the skips.;;;2;;;60;cardio;endurance, agility;;high_impact;70;80;knee skips;cardio;https://www.youtube.com/watch?v=rwDvNlO-CEg
230;High Knee Sprints Cardio;Aerobic;Thighs, Calves;Body weight;Quadriceps;Gastrocnemius, Gluteus maximus;Intermediate;Maintain a steady pace and ensure proper form.;;;0;;;60;cardio;endurance, agility;;high_impact;65;70;high knees;cardio;https://www.youtube.com/watch?v=X_FdJgg8IcY
400;High Knee Squat Cardio;Aerobic;Full body;Body weight;Cardiovascular system;Quadriceps, Hamstrings, Calves;Intermediate;Maintain a steady pace and ensure proper form during the squats.;;;1;;;70;compound;endurance, strength;squat;high_impact;80;80;knee squat;cardio, plyometrics;https://www.youtube.com/watch?v=ulKb8P4URcU
1153;High Knee Squat Cardio;Aerobic;Full body;Body weight;Cardiovascular system;Quadriceps, Hamstrings, Calves;Intermediate;Maintain a steady pace and ensure proper form during the squats.;;;2;;;70;compound;endurance, strength;squat;high_impact;80;80;knee squat;cardio, plyometrics;https://www.youtube.com/watch?v=UX3twKVaj2k
13;High Knee Squat VERSION 2 Plyometrics;Aerobic;Thighs, Hips;Body weight;Quadriceps;Gluteus maximus, Hip flexors;Intermediate;Drive the knees up explosively while maintaining balance.;;;1;;;45;ballistic;power, agility;squat;high_impact;55;60;high knee squat;plyometrics;https://www.youtube.com/watch?v=Z-jV7oUmlps
42;Hip Circles Stretch Hips;Stretching;Hips;Body weight;Hip flexors;0;Beginner;Perform the circles slowly to increase hip mobility.;;;1;;;50;dynamic;mobility;;warm_up;40;45;hip circles;stretching;https://www.youtube.com/watch?v=su6KNIHfBsk&pp=0gcJCccJAYcqIYzv
726;Hip Circles Stretch Hips;Stretching;Hips;Body weight;Hip flexors;0;Beginner;Perform the circles slowly to increase hip mobility.;;;2;;;50;dynamic;mobility;;warm_up;40;45;hip circles;stretching;https://www.youtube.com/watch?v=yFtBiPFCLdg&pp=0gcJCccJAYcqIYzv
1152;Hip Extension Stretch Hips;Stretching;Hips;Body weight;Gluteus maximus;Hamstrings;Beginner;Focus on a slow and controlled stretch to avoid injury.;;;0;;;30;stretch;mobility;;cool_down, at_home;40;50;hip stretch;stretching, prehab;https://www.youtube.com/watch?v=BKLopQh8ce0
487;Hip Raise bent knee waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Engage the core and lift the hips off the ground.;;;2;;;60;isolation;strength, stability;crunch;beginner_friendly, at_home;50;60;Hip raise;calisthenics;https://www.youtube.com/watch?v=qej5IAL18Pw
1151;Hip Raise bent knee waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Engage the core and lift the hips off the ground.;;;0;;;60;isolation;strength, stability;crunch;beginner_friendly, at_home;50;60;Hip raise;calisthenics;https://www.youtube.com/watch?v=yd223vF2Nis
1143;Hip Raise Bridge Waist;Strength;Waist;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Beginner;Focus on squeezing the glutes at the top of the movement.;;;0;;;60;isolation;strength, stability;hinge;beginner_friendly, at_home;55;60;hip bridge;lifting;https://www.youtube.com/watch?v=GIEzN0vHdtI
692;Hip Thrusts Hips;Strength;Hips;Body weight;Gluteus maximus;Hamstrings;Beginner;Keep the core engaged and avoid hyperextending the back.;;;2;;;95;compound;strength, hypertrophy;hinge;;80;90;hip thrust;lifting;https://www.youtube.com/watch?v=-yzCLQ0NOMo
454;Hundred Pilates;Aerobic;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Focus on breathing and maintaining core engagement.;;;0;;;40;isometric;endurance, stability;plank;beginner_friendly, at_home;30;70;Pilates hundred;pilates;https://www.youtube.com/watch?v=BYbVBj8sR2Y
719;Hyperextension VERSION 2 Hips;Strength;Hips;Body weight;Erector spinae;Gluteus maximus;Intermediate;Focus on controlled movement to protect the lower back.;;;0;;;70;compound;strength, hypertrophy;hinge;beginner_friendly;60;55;hyperextension;lifting;https://www.youtube.com/watch?v=Cd0POmdLQrg&pp=0gcJCccJAYcqIYzv
1142;Hyperextension Waist;Strength;Waist;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;Focus on controlled movements to avoid excessive lower back strain.;;;0;;;70;isolation;strength, stability;hinge;beginner_friendly;60;65;hyperextension;lifting;https://www.youtube.com/watch?v=rVUb6qrKuTY
800;Inchworm Waist;Strength;Waist;Body weight;Rectus abdominis;Erector spinae;Beginner;Keep the core engaged throughout the movement.;;;0;;;40;dynamic;mobility, coordination;;warm_up;50;60;Inchworm;stretching, mobility;https://www.youtube.com/watch?v=ReATnmR7MXs
468;Incline Leg Hip Raise leg straight waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Keep the legs straight and engage the core throughout the movement.;;;2;;;60;isolation;strength, stability;crunch;beginner_friendly;50;60;Incline leg raise;calisthenics;https://www.youtube.com/watch?v=nOJJiyzqflQ
